Name,Country,Owner,Use,Purpose,OrbitClass,Perigee,Apogee,Period,Mass,LaunchDate,COSPAR,NORAD,Comments
Dove 3p-54  (0 Flock 3P-54 1005),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,502,94.6,4,2/14/17,2017-008BU,42014,
Dove 3p-55 (0 Flock 3P-55 1008),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,502,94.6,4,2/14/17,2017-008CX,42041,
Dove 3p-56  (0 Flock 3P-46 100F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,502,94.6,4,2/14/17,2017-008CY,42042,
Dove 3p-57 (0 Flock 3P-57 1014),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008AG,41978,
Dove 3p-58 (0 Flock 3P-58 1009),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008AF,41977,
Dove 3p-59 (0  Flock 3P-59 1045),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008CC,42022,
Dove 3p-6 (0 Flock 3P-6 0F35),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008X,41969,
Dove 3p-60 (0 Flock 3P-60 101B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008AE,41976,
Dove 3p-61 (0 Flock 3P-61 1012),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,504,94.6,4,2/14/17,2017-008BP,42009,
Dove 3p-62 (0 Flock 3P-62 1046),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,504,94.6,4,2/14/17,2017-008CS,42036,
Dove 3p-63 (0 Flock 3P-63 1015),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,502,94.6,4,2/14/17,2017-008CR,42035,
Dove 3p-64 (0 Flock 3P-64  100A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,504,94.6,4,2/14/17,2017-008CQ,42034,
Dove 3p-65 (0 Flock 3P-65 1040),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,505,94.6,4,2/14/17,2017-008CJ,42028,
Dove 3p-67 (0 Flock 3P-67 1017),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,505,94.6,4,2/14/17,2017-008BG,42002,
Dove 3p-68 (0 Flock 3P-68 1004),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,505,94.6,4,2/14/17,2017008BH,42003,
Dove 3p-69 (0 Flock 3P-69 0F43),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008CA,42020,
Dove 3p-7 (0 Flock 3P-7 100B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008Y,41970,
Dove 3p-70 (0 Flock 3P-70 0F15),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008AJ,41980,
Dove 3p-71 (0 Flock 3P-71 0F11),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008CE,42024,
Dove 3p-72 (0 Flock 3P-72 0F11),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008DH,42051,
Dove 3p-73 (0 Flock 3P-73  0F1B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,505,94.6,4,2/14/17,2017-008AK,41981,
Dove 3p-74 (0 Flock 3P-74 0F22),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,506,94.6,4,2/14/17,2017-008DE,42048,
Dove 3p-76 (0 Flock 3P-76 0F17),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008BZ,42019,
Dove 3p-77 (0 Flock 3P-77 0F28),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008CF,42025,
Dove 3p-78  (0 Flock 3P-78 0F51),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,507,94.6,4,2/14/17,2017-008DD,42047,
Dove 3p-79 (0 Flock 3P-79 0F52),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,505,94.6,4,2/14/17,2017-008AN,41984,
Dove 3p-8  (0 Flock 3P-8  100C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008D,41951,
Dove 3p-80 (0 Flock 3P-80 0F4E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008CG,42026,
Dove 3p-81 (0 Flock 3P-81 0F25),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,506,94.6,4,2/14/17,2017-008CZ,42043,
Dove 3p-82 (0 Flock 3P-82 0F41),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,506,94.6,4,2/14/17,2017-008DC,42046,
Dove 3p-83 (0 Flock 3P-83 0F3F),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,507,94.6,4,2/14/17,2017-008DG,42050,
Dove 3p-84 (0 Flock 3P-84 0F42),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008CB,42021,
Dove 3p-85 (0 Flock 3P-85 0F1D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,505,94.6,4,2/14/17,2017-008AM,41983,
Dove 3p-86 (0 Flock 3P-86 0F34),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,505,94.6,4,2/14/17,2017-008AP,41985,
Dove 3p-87  (0 Flock 3P-87 0F31),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,494,506,94.6,4,2/14/17,2017-008DA,42044,
Dove 3p-88 (0 Flock 3P-88 0F38),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008AL,41982,
Dove 3p-9 (0 Flock 3P-9 1021),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,496,506,94.6,4,2/14/17,2017-008AB,41973,
Dove3p-66 (0 Flock 3P-66 1013),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,503,94.6,4,2/14/17,2017-008CH,42027,
Dove3p-75  (0 Flock 3P-75 0F12),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,495,506,94.6,4,2/14/17,2017-008AH,41979,
"DRTS (Data Relay Test Satellite, Kodama)",Japan,National Space Development Agency,Government,Technology Development,GEO,35775,35799,1436.12,2650,9/10/02,2002-042B,27516,Develop more advanced data relay  by improving the technology for the Communications and Broadcasting Engineering Satellite (COMETS).
"DSCS III-A3 (USA 167, DSCS III-A3) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO,35771,35802,1436.12,1156,3/11/03,2003-008A,27691,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
"DSCS III-B6 (USA 170, DSCS III B-6) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO,35760,35814,1436.1,1156,8/29/03,2003-040A,27875,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band. "
"DSCS III-F10 (USA 135, DSCS III B-13) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO,35757,35817,1436.1,1156,10/24/97,1997-065A,25019,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
"DSCS III-F11 (USA 148, DSCS III B-8) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO,35706,35868,1436.13,1156,1/1/00,2000-001A,26052,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
"DSCS III-F12 (USA 153, DSCS III B-11) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO,35774,35799,1436.12,1156,10/20/00,2000-065A,26575,"Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide, longhaul coverage; X-band."
"DSCS III-F9 (USA 113, DSCS III B-7) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO,35784,35784,1436.1,1156,7/31/95,1995-038A,23628,Moved to replace GOES 3 in providing internet service to researchers in Antarctica for 3.5 hours per day.
DSP 18 (USA 130) (Defense Support Program),USA,Air Force,Military,Earth Observation,GEO,35780,35800,1436.27,2380,2/23/97,1997-008A,24737,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
DSP 20 (USA 149) (Defense Support Program),USA,Air Force,Military,Earth Observation,GEO,35897,35909,142.08,2380,5/18/00,2000-024A,26356,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
DSP 21 (USA 159) (Defense Support Program),USA,Air Force,Military,Earth Observation,GEO,35765,35810,1436.14,2380,8/6/01,2001-033A,26880,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
DSP 22 (USA 176) (Defense Support Program),USA,Air Force,Military,Earth Observation,GEO,35741,35832,1436.12,2380,2/14/04,2004-004A,28158,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.
DubaiSat-1,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,LEO,662,680,98.2,200,7/29/09,2009-041B,35682,"Optical imaging camera; will be used for urban development, scientific research, telecommunications, transportation, construction and mapping, water quality and engineering tests."
DubaiSat-2,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,LEO,585,603,96.56,300,11/21/13,2013-066D,39419,Second in series.
Duchifat-1,Israel,Herzliya Science Centre (HSC),Civil,Communications,LEO,601,623,96.93,1,6/19/14,2014-033M,40021,
DX-1 (Dauria Experimental 1),Russia,Dauria Aerospace,Commercial,Communications,LEO,626,636,97.33,27,7/8/14,2014-037C,40071,"First privately-funded Russian satellite, constructed by Dauria Aerospace carrying an AIS (Automatic Identification System) receiver to monitor ships at sea."
e-st@r-2,Italy,Polytechnic of Turin,Civil,Technology Development,LEO,442,687,95.9,1,4/25/16,2016-025D,41459,Demonstrate an attitude control system using measurements of Earth’s magnetic field
Echostar 1,Mexico,"QuetzSat, S. de R.L. de C.V. (leased from Echostar Technologies, LLC)",Commercial,Communications,GEO,35776,35795,1436.07,3287,12/28/95,1995-073A,23754,Operating as Mexican satellite until replaced by Quetzsat; Echostar will have capacity on that satellite.
Echostar 10,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35780,35792,1436,4333,2/15/06,2006-003A,28935,"Direct-to-home transmission of voice, video and internet."
Echostar 11,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35778,35793,1436.1,5500,7/16/08,2008-035A,33207,Direct-to-home television.
Echostar 12 (Rainbow-1),USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35782,35791,1436.11,4328,7/17/03,2003-033A,27852,Direct-to-home television services; cable's attempt to compete with dish networks.
Echostar 14,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35785,35789,1436.11,6384,3/20/10,2010-010A,36499,Direct-to-home over CONUS.
Echostar 15,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35789,35803,1436.57,5521,7/10/10,2010-034A,36792,Direct-to-home over CONUS.
Echostar 16,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35776,35796,1436.06,6658,11/20/12,2012-065A,39008,Direct-to-home over CONUS.
Echostar 17,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35781,35794,1436.13,6100,7/5/12,2012-035A,38551,All ka-band communications.
Echostar 18,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35692,35788,1436.3,6300,6/19/16,2016-039B,41592,First in Echostar's fleet to provide coverage to Cuba.
Echostar 19,USA,"HughesNet leased from Echostar Technologies, LLC",Commercial,Communications,GEO,35771,35796,1436.3,6764,12/18/16,2016-079A,41893,"Leased to HughesNet to provide internet to rural areas in US, Central America, Mexico, Canada"
Echostar 21 (TerreStar 2),USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35773,35799,1436.1,6900,6/7/17,2017-032A,42749,"Provide capacity to EchoStar Mobile for commercial wholesalers with a new, advanced network for reliable, IP-based MSS (Mobile Satellite Services) voice and data services in Europe."
Echostar 23,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35786,35803,1436.1,5600,3/16/17,2017-014A,42070,
Echostar 7,USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35782,35789,1436.07,4027,2/21/02,2002-006A,27378,"CONUS, Hawaii, Alaska and Puerto Rico; 32 Ku-band transponders"
"Echostar 9/Galaxy 23 (G-23, Intelsat 1A-13, Telstar 13)",USA,"Echostar Satellite Services, LLC/Intelsat ",Commercial,Communications,GEO,35775,35797,1436.08,4000,8/8/03,2003-034A,27854,"24 C-band, 2 Ka-band, 32 Ku-band; additional C-band payload owned and operated by Loral Skynet."
"Echostar G1 (ICO G1, DBSD G1)",USA,"Echostar Satellite Services, LLC",Commercial,Communications,GEO,35773,35799,1436.1,6600,4/14/08,2008-016A,32763,"CONUS, Puerto Rico, Virgin Islands. Purchased by Dish Network in 2011."
"EKS-1 (Integrated Space System, Cosmos 2510, Tundra 11L)",Russia,Ministry of Defense,Military,Earth Observation,Elliptical,1606,38662,715,,11/17/15,2015-066A,41032,Replaces the US-OKO early warning system.
"EKS-2 (Integrated Space System, Cosmos 2518, Tundra 12L)",Russia,Ministry of Defense,Military,Earth Observation,Elliptical,1650,38511,713.8,,5/25/17,2017-027A,42719,Second in the EKS series.
Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2],Russia,Roshydromet - Planeta,Government,Earth Observation,GEO,35323,35750,1423.35,1766,1/20/11,2011-001A,37344,"Satellite's position in GEO will yield real-time views of entire Earth disk -- wide swath of Asia, Middle East and Indian Ocean. Will also provide communciations for search-and-rescue services."
Electro-L2,Russia,Roshydromet - Planeta,Government,Earth Observation,GEO,35694,35815,1434.47,1800,12/11/15,2015-074A,41105,
ELISA-E12 (ELectronic Intelligence by SAtellite),France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,675,692,98.43,120,12/17/11,2011-076D,38010,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
ELISA-E24 (ELectronic Intelligence by SAtellite),France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,675,692,98.43,120,12/17/11,2011-076B,38008,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
ELISA-W11 (ELectronic Intelligence by SAtellite),France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,677,692,98.45,120,12/17/11,2011-076A,38007,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
ELISA-W23 (ELectronic Intelligence by SAtellite),France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,677,692,98.46,120,12/17/11,2011-076C,38009,In-orbit elint demonstration project. Will identify ground-based radars and other telecommunications sources; to be replaced by operational ELINT system by end of decade.
EOS-AM Terra ,USA/Canada/Japan,Earth Sciences Enterprise (NASA),Government,Earth Observation,LEO,702,703,98.8,4854,12/18/99,1999-068A,25994,Aathfinusrs for Earth Sciences Gnterprise's 190 Vanelliea LEO gonseallation.
EOS-CHEM Aura ,USA,Goddard Space Flight Center/EOS Data and Operations System,Government,Earth Observation,LEO,702,703,98.8,2967,7/15/04,2004-026A,28376,"Study Earth's ozone, air quality, and climate; extension of UARS and TOMS missions."
"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)",USA/Japan/Brazil,National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency,Government,Earth Observation,LEO,701,704,98.8,2934,5/4/02,2002-022A,27424,Six-year chronology of the planet and its hydrological processes.
"ERG (Exploration of Energization and Radiation in Geospace, Arase)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Space Science,Elliptical,460,33200,580,350,12/20/16,2016-080A,41896,Study of the Van Allen belts.
EROS B1 (Earth Resources Observation Satellite),Israel,"ImageSat International, NV/Ministry of Defense",Military/Commercial,Earth Observation,LEO,508,514,94.8,350,4/25/06,2006-014A,29079,"High resolution imaging satellite; obtain images (with resolution of 0.82 meters) of locations chosen by Israeli military or worldwide commercial clients; in Jan. 2001 Ministry of Defense bought rights to all imaging of Israel and territories within 2,000 km around Israel."
Eurasiasat 1 (Turksat 2A),Turkey/France,Eurasiasat SAM/Alcatel Space,Commercial,Communications,GEO,35761,35810,1436.06,3535,1/10/01,2001-002A,26666,"32 Ku-band transponders; direct-to-home voice, video, and data transmissions to countries between central Europe and the Indian subcontinent."
Eutelsat 10A (Eutelsat W-2A),Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,35781,35822,1436.09,5900,4/3/09,2009-016A,34710,"46 Ku-band, 10 C-band transponders, S-band not in service due to anomaly."
Eutelsat 113 West-A (Satmex 6),Multinational,Eutelsat Americas,Commercial,Communications,GEO,35776,35796,1436.1,5456,5/27/06,2006-020A,29162,"36 C-band, 24 Ku-band; CONUS, NAFTA, South America, Hawaii, Caribbean"
Eutelsat 115 West-B,Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35789,35789,1436,,3/2/15,2015-010B,40425,First all-electric satellite in Eutelsat's fleet.
"Eutelsat 117 West A (Eutelsat 8 West C, Satmex 8)",Multinational,Eutelsat Americas,Commercial,Communications,GEO,35779,35795,1436.1,5474,3/26/13,2013-012A,39122,"24 C-band, 40 Ku-band."
Eutelsat 117 West B (Satmex 9),Multinational,Eutelsat Americas,Commercial,Communications,GEO,35779,35795,1436.1,5500,6/15/16,2016-038B,41589,Fathfinusrs for Gmericas's 20-116.8 Capellico GEO conscollation.
Eutelsat 12 West-A (Atlantic Bird 1),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35768,35805,1436.1,2700,8/28/02,2002-040A,27508,"Twenty channels, telecommunications services between Europe and the Americas."
Eutelsat 16A (Eutelsat W3C),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35779,35795,1436.12,5400,10/7/11,2011-057A,37836,53 Ku and three Ka transponders; will provide capacity for broadcasting and telecom/data services to Central Europe and Indian Ocean islands. Will support digital video broadcasting markets while coverage of Africa stretching from Senegal to South Africa will serve data and telecom markets.
"Eutelsat 16C (SESAT-1, Siberia-Europe Satellite)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35754,35817,1436.06,2500,4/17/00,2000-019A,26243,"High-speed Internet access, high-volume data transmission, video broadcasting, messaging and positioning services; 18 Ku-band transponders."
"Eutelsat 172A (GE-23, AMC-23, Worldsat 3, Americom 23)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35772,35799,1436.1,5000,12/29/05,2005-052A,28924,"Hybrid C/Ku-band satellite. 20 Ku-band, 18 C-band transponders. Broadcast, Internet, business; Ku-band tailored to broadband for Boeing Connexion; Pacific region."
Eutelsat 172B,Multinational,Eutelsat S.A.,Commercial,Communications,GEO,22948,42807,1437,3600,6/1/17,2017-029B,42741,Uses xenon-ion propulsion. Working its way to GEO as of 10/15/2017.
Eutelsat 25B (Es’hail 1),Multinational,Eutelsat S.A./Es'hailSat,Commercial,Communications,GEO,35725,35767,1434.03,,8/29/13,2013-044A,39233,"Partnership between Eutelsat and the Doha-based Es’hailSat, the Qatar Satellite Company - the first of a planned fleet for Qatar."
"Eutelsat 33A (Eurobird 3, E-bird)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35781,35790,1436.06,1525,9/27/03,2003-043A,27948,20 Ku-band transponders; video and data transmission to Europe and Turkey.
"Eutelsat 33C (Eutelsat 28A, Eurobird 1, Eurosat 1)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35788,35794,1436.1,2950,3/8/01,2001-011A,26719,Twenty-four channels; Western and Central Europe as far west as Canary Islands.
Eutelsat 36A (Eutelsat W-4),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35766,35806,1436.08,3190,5/24/00,2000-028A,26369,"Thirty-one operational channels, Western Russia,  majoritiy of central and southern Afirca."
Eutelsat 36B (Eutelsat W-7),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35786,35787,1436.09,5600,11/24/09,2009-065A,36101,"70 Ku-band transponders; serving Europe, Russia, Africa, Middle East and Central Asia."
Eutelsat 3B,Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35782,35791,1436.1,5967,5/26/14,2014-030A,39773,51 transponders. Replaces Eutelsat 3D at 3 East.
"Eutelsat 48B (Eutelsat 21B, Eutelsat W-6A)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35777,35797,1436.12,5102,11/10/12,2012-062B,38992,"Increased capacity for data, video and government services."
"Eutelsat 5 West-A (Atlantic Bird 3, Stellat 5)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35769,35805,1436.08,4050,7/5/02,2002-035A,27460,"45 transponders; Ku and C-band frequencies, Americas, Europe and Africa."
Eutelsat 65 West-A,Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35776,35796,1436.07,6654,3/9/16,2016-014A,41382,Launched in time to cover Rio Olympics. Will serve primarily Latin America.
Eutelsat 7 West-A (Atlantic Bird 7),Multinational,Eutelsat S.A./Nilesat,Commercial,Communications,GEO,35774,35799,1436.09,4600,9/24/11,2011-051A,37816,Replaces Atlantic Bird 4A at 7 West.
Eutelsat 70B (Eutelsat W5A),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35780,35800,1436.28,5250,12/3/12,2012-069A,39020,Replaced Eutelsat 70A.
Eutelsat 7A (Eutelsat W3A),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35769,35802,1436.07,4300,3/15/04,2004-008A,28187,58 Ku-band transponders; covers whole of sub-Saharan Africa and provides connectivity to Europe and Middle East.
Eutelsat 7B,Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35784,35794,1436.21,5404,5/14/13,2013-022A,39163,53 Ku-band and three Ka-band transponders.
Eutelsat 8 West A (Atlantic Bird 2),Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35766,35806,1436.1,3150,9/25/01,2001-042A,26927,European and American coverage.
Eutelsat 8 West B,Multinational,Eutelsat S.A./Nilesat,Commercial,Communications,GEO,35773,35814,1436.1,5800,8/20/15,2015-039B,40875,Shared by Eutelsat and Nilesat.
"Eutelsat 8 West C (Eutelsat Hot Bird 13A, Hot Bird 6)",Multinational,Eutelsat S.A.,Commercial,Communications,GEO,35756,35815,1436.06,3800,8/28/02,2002-038A,27499,"Cable programming; direct-to-home broadcasting; 28 Ku-band, 4 Ka-band transponders"
