Name,Country,Owner,Use,Purpose,OrbitClass,Perigee,Apogee,Period,Mass,LaunchDate,COSPAR,NORAD,Comments
"SBIRS GEO 3 (Space Based Infrared System Geosynchronous 3, USA 273)",USA,US Air Force,Military,Earth Observation,GEO,35779,35785,1436.11,4500,1/20/17,2017-004A,41937,
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",USA,Strategic Space Command/Space Surveillance Network,Military,Space Observation,LEO,631,634,97.36,1031,9/26/10,2010-048A,37168,Designed to track and detect other spacecraft in orbit.
ScatSat-1,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,717,731,99.3,371,9/26/16,2016-059H,41790,"Funded and built in India to join an international fleet of orbiting radars designed to track hurricanes, typhoons and other tropical cyclones."
SCD-1 (Satélite de Coleta de Dados),Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,716,776,99.7,110,2/9/93,1993-009B,22491,Collects meteorological and environmental data on the Amazon region; barely functioning.
SCD-2 (Satélite de Coleta de Dados),Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,735,760,99.8,110,10/23/98,1998-060A,25504,Collects meteorological and environmental data on the Amazon region
Scisat-1 (Atmospheric Chemistry Experiment),Canada,Canadian Space Agency,Government,Space Science,LEO,638,649,97.6,150,8/12/03,2003-036A,27858,ACE experiments in space.
SDO (Solar Dynamics Observatory),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,GEO,35779,35791,1436.03,3100,2/11/10,2010-005A,36395,"Carries three instruments to study the Sun at high time and spatial resolution: HMI, AIA, and EVE."
"SDS III-4 (Satellite Data System) (NRO L-1, USA 179, Quasar)",USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Elliptical,500,39850,717.7,,8/31/04,2004-034A,28384,Real-time data relay from reconnaissance satellites.
"SDS III-5 (Satellite Data System) (NRO L-24, USA 198, Quasar)",USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Elliptical,400,39966,718,,12/10/07,2007-060A,32378,Real-time data relay from reconnaissance satellites.
"SDS III-6 (Satellite Data System) NRO L-27, USA 227, Quasar)",USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,GEO,35770,35803,1436.1,,3/2/11,2011-011A,37377,Real-time data relay from reconnaissance satellites.
"SDS III-7 (Satellite Data System) NRO L-38, USA 236, Quasar)",USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,GEO,35771,35805,1436.1,,6/20/12,2012-033A,38466,Real-time data relay from reconnissance satellites.
"SDS III-8 (Satellite Data System) NRO L-33, USA 252, Quasar)",USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,GEO,35500,35500,1436.1,,5/22/14,2014-027A,39751,Real-time data relay from reconnissance satellites.
"SDS IV-1 (Satellite Data System, NRO L-61, USA 269, Quasar)",USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,GEO,35777,35796,1436.1,,7/28/16,2016-047A,41724,Possible 4th generation of data relay satellites.
SDS-4 (Small Demonstration Satellite-4),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,LEO,661,673,98.1,50,5/17/12,2012-025C,38339,Several technology demonstration experiments and including an experiment to monitor AIS (Automatic Information System) messages transmitted from ships at sea.
SEEDS 2,Japan,Nihon University,Civil,Technology Development,LEO,607,627,97,3,4/28/08,2008-021J,32791,Will download telemetry in Morse code and 1200-baud FM.
Sentinel 1A,ESA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,691,693,98.61,2300,4/3/14,2014-016A,39634,"Part of ESA's Copernicus constellation, the EU contribution to GEOSS (Global Earth Observation System of Systems)."
Sentinel 1B,ESA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,695,697,98.7,2300,4/25/16,2016-025A,41456,
Sentinel 2A,ESA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,787,788,100.62,1130,6/23/15,2015-028A,40697,"Part of ESA's Copernicus constellation, the EU contribution to GEOSS (Global Earth Observation System of Systems)."
Sentinel 2B,ESA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,777,779,100.4,1130,3/6/17,2017-013A,42063,
Sentinel 3A,ESA,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,802,804,100.9,2300,2/16/16,2016-011A,41335,
SES-1 (AMC-4R),USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35781,35793,1436.1,,4/24/10,2010-016A,36516,"24 C-band; 24 Ku-band, CONUS."
SES-10,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35777,35799,1436.1,5271,3/30/17,2017-017A,42432,Primarily for video and the development of Ultra HD.
SES-15,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35777,35777,1436.1,,5/18/17,2017-026A,42709,Powered exclusively by xenon-fed electric thrusters
SES-2,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35778,35798,1436.19,3200,9/21/11,2011-049A,37809,24 active C-band and 24 Ku-band transponders;  provides comprehensive coverage of North America and the Caribbean. Also features the Commercially Hosted InfraRed Payload (CHIRP) for U.S. Air Force--wide-field of view sensor to validate space-based infrared technologies from geosynchronous orbit.
SES-3,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35850,35852,1439.41,3112,7/15/11,2011-035A,37748,"24 C-band; 24 Ku-band, CONUS."
SES-4,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35781,35792,1436.1,,2/14/12,2012-007A,38087,"52 C-band; 72 Ku-band, Americas, Europe, Africa and the Middle East."
"SES-5 (Sirius 5, Astra 4B)",USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35783,35791,1436.12,6007,7/9/12,2012-036A,38652,24 C-band transponders and 36 Ku-band transponders. Also carries hosted L-band payload for the European Commission’s European Geostationary Navigation Overlay Service (EGNOS).
SES-6,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35757,35816,1436.09,6140,6/3/13,2013-026A,39172,Direct-to home broadcasts and VSat terminal services - Atlantic Ocean region.
"SES-7 (Protostar 2, Indostar 2)",USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35783,35790,1436.1,4007,5/16/09,2009-027A,34941,"13 S-band, 27 Ku-band transponders, covers Indonesia, india, Taiwan and the Philippines. Purchased at auction in Dec. 2009 for $185 million."
SES-8,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35777,35795,1436.07,3138,12/3/13,2013-071A,39460,Direct broadcast TV and communications network services to India and south-east Asia.
SES-9,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Commercial,Communications,GEO,35787,35791,1436.2,5271,3/4/16,2016-013A,41380,"All Ku-band, 57 transponders.  Asia-Pacific region"
SGDC (Geostationary Satellite for Communications and Defense),Brazil,Telebras/Brazilian Air Force,Commercial/Military,Communications,GEO,35775,35798,1436.11,5735,5/4/17,2017-023B,42692,"Joint venture, commercial and Brazilian Air Force. 57 Ka-band and X-band transponders."
SGSat (KySat-3),USA,University of Kentucky,Civil,Technology Development,LEO,401,404,92.6,2,4/18/17,1998-067LL,42703,Will evaluate a new Stellar Gyroscope attitude determination system.
SHARC (Spacecraft for High Accuracy Radar Calibration),USA,Air Force Research Laboratory,Military,Technology Demonstration,LEO,400,406,92.6,10,5/18/17,1998-067LT,42712,Collect detailed positional measurements from space and help ground based radar networks improve tracking by conducting a series of coordinated fly-bys of military radar stations.
Shijian 11-01 (SJ-11-01),China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,686,703,98.7,,11/12/09,2009-061A,36088,Monitor space environment; conduct several experiments.
Shijian 11-02 (SJ-11-02),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,686,704,98.7,,7/29/11,2011-039A,37765,Conduct various technology and environmental experiments.
Shijian 11-03 (SJ-11-03),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,688,703,98.7,,7/6/11,2011-030A,37730,Conduct various technology and environmental experiments.
Shijian 11-05 (SJ-11-05),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,689,704,98.7,,7/15/13,2013-035A,39202,Replacement for 11-04.
Shijian 11-06 (SJ-11-06),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,688,704,98.69,,3/31/14,2014-014A,39624,
Shijian 11-07 (SJ-11-07),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,687,705,98.69,,9/28/14,2014-059A,40261,Orbit suggests an earth observation role.
Shijian 11-08 (SJ-11-08),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,690,705,98.6,,10/27/14,2014-066A,40286,Orbit suggests an earth observation role.
Shijian 12 (SJ-12),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,583,601,96.5,,6/15/10,2010-027A,36596,Conduct various technology and environmental experiments.
Shijian 15 (SJ-15),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,661,673,98.08,,7/19/13,2013-037C,39210,
Shijian 16-01 (SJ-16),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,599,616,96.85,,10/25/13,2013-057A,39358,Conducting space environment exploration and technological experiments.
Shijian 16-02,China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,338,594,96.81,,6/29/16,2016-043A,41634,Conducting space environment exploration and technological experiments.
Shijian 17,China,China Satellite Communication Corp. (China Satcom),Government,Technology Development,GEO,35777,35796,1435.8,3800,11/3/16,2016-065A,41838,"Communications, demonstration of navigation, a demonstration of an optical-sensing payload to observe space debris at high altitude. The optical sensor can also be used for Space Situational Awareness."
"Shijian 6A (SJ-6A, Dong Fang Hong 60)",China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,579,606,96.5,,9/8/04,2004-035A,28413,Monitor space radiation.
Shijian 6B (SJ-6B),China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,587,598,96.5,,9/8/04,2004-035B,28414,Monitor space radiation.
Shijian 6C (SJ-6-02A),China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,591,594,96.5,,10/23/06,2006-046A,29505,Radiation detectors and other space environment-related instruments.
Shijian 6D (SJ-6-02B),China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,594,595,96.6,,10/23/06,2006-046B,29506,Radiation detectors and other space environment-related instruments.
"Shijian 6E (SJ6-03A, SJ-6E)",China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,581,607,96.6,,10/25/08,2008-053A,33408,Monitor space environment; conduct several experiments.
"Shijian 6F (SJ6-03B, SJ-6F)",China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,578,603,96.5,,10/25/08,2008-053B,33409,Monitor space environment; conduct several experiments.
Shijian 6G (SJ6-04A),China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,LEO,584,603,96.6,,10/6/10,2010-051A,37179,Possible reconnaissance function.
Shijian 6H (SJ6_04B),China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,LEO,586,602,96.6,,10/6/10,2010-051B,37180,Possible reconnaissance function.
"Shijian 7 (SJ7, Dong Fang Hong 65)",China,Chinese Academy of Space Technology (CAST),Government,Space Science,LEO,534,591,95.9,,7/5/05,2005-024A,28737,Monitor space environment; conduct several experiments.
Shijian 9A (SJ 9A),China,Shanghai Academy of Spaceflight Technology (SAST),Government,Technology Development,LEO,623,650,97.44,,10/14/12,2012-056A,38860,Focus on satellite reliability demonstrations and validating high-performance Chinese-made technologies.
Shijian 9B (SJ 9B),China,Shanghai Academy of Spaceflight Technology (SAST),Government,Technology Development,LEO,624,651,97.46,,10/14/12,2012-056B,38861,Focus on satellite reliability demonstrations and validating high-performance Chinese-made technologies.
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)",China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,LEO,586,601,96.6,204,4/18/04,2004-012A,28220,"Stereo mapping; photographic surveys of China's land resources, monitor environment, mapping."
"Shiyan 3 (SY3, Experimental Satellite 3)",China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,LEO,785,803,100.8,300,11/5/08,2008-056A,33433,Experiments on new technologies in atmospheric exploration.
"Shiyan 4 (SY4, Experimental Satellite 4)",China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,LEO,784,802,100.7,300,11/20/11,2011-068B,37931,Study the environment and test new space technologies.
"Shiyan 5 (SY5, Experimental Satellite 5)",China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,LEO,739,755,99.7,204,11/25/13,2013-068A,39455,Remote sensing and research.
"Shiyan 7 (SY7, Experimental Satellite 7)",China,Chinese Academy of Space Technology (CAST),Military,Technology Development,LEO,668,672,98.15,,7/19/13,2013-037A,39208,Possibly testing systems for detection of orbiting space debris or tracking missile launches.
Sicral 1A,Italy,Italian Defense Ministry,Military,Communications,GEO,35769,35802,1436.06,2596,2/7/01,2001-005A,26694,"Italy's first military satellite; communications to fixed and mobile terminals. Extremely High Frequency (EHF), SHF, UHF broadcast frequencies. On-board failure in 2006, but operations recovered."
Sicral 1B,Italy,Italian Defense Ministry/Telespazio,Military/Commercial,Communications,GEO,35788,35802,1436.52,3038,4/20/09,2009-020A,34810,One third paid for by Telespazio; will use some transponders for approved government customers.
Sicral 2/Syracuse 3C,France/Italy,Italian Defense Ministry/French Defense Ministry,Military,Communications,GEO,35770,35800,1436,4400,4/26/15,2015-022B,40614,"Military communications payloads from both Italy and France, shared satellite bus."
"Sinah-1 (Sina 1, ZS1)",Iran,Iranian Research Organization for Science and Technology (IROST),Government,Communications,LEO,681,703,98.6,170,10/27/05,2005-043D,28893,"""Telecommunications and research."" ""Take pictures of Iran and to monitor natural disasters in the earthquake-prone nation."""
SINOD D-1,USA,SRI International,Commercial,Technology Demonstration,LEO,494,800,97.67,2,10/8/15,2015-058L,40974,Demonstration of software defined radio communications.
SINOD D-3,USA,SRI International,Commercial,Technology Demonstration,LEO,494,800,97.66,2,10/8/15,2015-058P,40977,Demonstration of software defined radio communications.
"Sinosat-6 (Chinasat-6A, XN-6)",China,China Satellite Communication Corp. (China Satcom),Commercial,Communications,GEO,35794,35796,1436.1,5000,9/4/10,2010-042A,37150,"Television and radio across China. 1 S-band, 24 C-band, and 8 Ku-band transponders. Backup for Sinosat 3."
Sirius 1 (SD Radio 1),USA,Sirius XM Holdings,Commercial,Communications,Elliptical,23783,47100,1418.5,3727,6/30/00,2000-035A,26390,"Relay music, news, entertainment directly to motorists in the USA; a fourth satellite is stored on the ground for rapid replacement, if necessary."
Sirius 2 (SD Radio 2),USA,Sirius XM Holdings,Commercial,Communications,Elliptical,12849,47048,1148.43,3792,9/5/00,2000-051A,26483,"Relay music, news, entertainment directly to motorists in the USA."
Sirius 3 (SD Radio 3),USA,Sirius XM Holdings,Commercial,Communications,Elliptical,6179,47086,994.83,3727,11/30/00,2000-077A,26626,"Relay music, news, entertainment directly to motorists in the USA."
Sirius 4 (Astra 4A),Sweden,SES Sirius AB,Commercial,Communications,GEO,35776,35795,1436.1,4400,11/17/07,2007-057A,32299,52 Ku-band and 2 Ka-band transponders; service to Europe and sub-Saharan Africa.
Sirius FM-5,USA,Sirius XM Holdings,Commercial,Communications,GEO,35774,35798,1436,5800,6/30/09,2009-034A,35493,First in geostationary orbit.
Sirius FM-6,USA,Sirius XM Holdings,Commercial,Communications,GEO,35785,35791,1436.16,6020,10/25/13,2013-058A,39360,"Provide service the continental USA including digital audio radio broadcast directly to cars, homes and portable radios."
Sirius XM-5,USA,Sirius XM Holdings,Commercial,Communications,GEO,35779,35795,1436.12,5983,10/14/10,2010-053A,37185,Direct radio broadcasting.
skCube,Slovakia,University of Zilina,Civil,Technology Development,LEO,496,512,94.7,1,6/23/17,2017-036AA,42789,Slovakia's first satellite.
Sky Mexico-1,Mexico,Sky Mexico,Commercial,Communications,GEO,35788,35800,1436,3180,5/27/15,2015-026B,40664,First satellite for Sky Mexico.
Sky Muster 1 (NBN-1A),Australia,NBN Co (operated by Optus),Commercial,Communications,GEO,35744,35777,1434.76,6440,9/30/15,2015-054A,40940,NBN is a government-owned corporation created to provide broadband to remote areas of Australia.
Sky Muster 2 (NBN-1B),Australia,NBN Co (operated by Optus),Commercial,Communications,GEO,35790,35798,1436.1,6405,10/5/16,2016-060B,41794,Secone satellite built to guarantee internet to all Australians.
SkyBrasil-1 (Intelsat 32E),Brazil,DirecTV Latin America/Intelsat,Commercial,Communications,GEO,35785,35787,1436,6000,2/14/17,2017-007B,41945,High definition television broadcast capacity. Intelsat is a minority owner. 
Skynet 4C,United Kingdom,Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35775,35797,1436.07,1474,8/30/90,1990-079A,20776,Spare. In March 2010 it was announced that the satellite would supplement communications at Antarctica. Provides 5 hrs of communication to the National Science Foundation each day.
Skynet 4E,United Kingdom,Ministry of Defence,Military,Communications,GEO,35774,35797,1436.06,1510,2/26/99,1999-009B,25639,"Used primarily by UK's armed forces, government departments, agencies and other organizations that require secure communications."
Skynet 4F,United Kingdom,Ministry of Defence,Military,Communications,GEO,35773,35801,1436.15,1510,2/7/01,2001-005B,26695,"Used primarily by UK's armed forces, government departments, agencies and other organizations that require secure communications."
Skynet 5A,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35771,35802,1436.1,4700,3/11/07,2007-007B,30794,New generation of Skynet communications.
Skynet 5B,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35700,35803,1436.1,4635,11/14/07,2007-056B,32294,
Skynet 5C,United Kingdom,Ministry of Defence/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35770,35803,1436.1,4600,6/12/08,2008-030A,33055,24 super-high-frequency and UHF channels; provide secure communications services to British and NATO forces.
Skynet 5D,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,35786,35793,1436.24,4638,12/19/12,2012-075A,39034,
SkySat-1,USA,Planet,Commercial,Earth Observation,LEO,567,599,96.34,,11/21/13,2013-066C,39418,"Planned 24-satellite constellation for imaging. Previously owned by Google, but acquired by Planet in 2/17."
SkySat-2,USA,Planet,Commercial,Earth Observation,LEO,626,634,97.31,90,7/8/14,2014-037D,40072,Will collect high resolution panchromatic and multispectral images of the Earth.
SkySat-3 (SkySat Gen 2-1),USA,Planet,Commercial,Earth Observation,LEO,500,515,94.78,110,6/22/16,2016-040C,41601,Terra Bella is owned by Google.
Skysat-4,USA,Planet,Commercial,Earth Observation,LEO,501,502,94.64,110,9/16/16,2016-058D,41773,
Skysat-5,USA,Planet,Commercial,Earth Observation,LEO,501,502,94.64,110,9/16/16,2016-058E,41774,
Skysat-6,USA,Planet,Commercial,Earth Observation,LEO,497,506,94.64,110,9/16/16,2016-058B,41771,
Skysat-7,USA,Planet,Commercial,Earth Observation,LEO,501,502,94.65,110,9/16/16,2016-058C,41772,
SkyTerra 1,USA,LightSquared,Commercial,Communications,GEO,35782,35791,1436.09,5360,11/14/10,2010-061A,37218,"Part of a fourth generation, or 4G, wireless system designed to reach nearly every American by the end of 2016. 22-m diameter L-band antenna; 2 m Ku-band antenna."
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),USA,National Reconnaissance Office (NRO),Military,Communications,Elliptical,1200,11600,240,,5/12/96,1996-029A,23893,Provides tactical intelligence focused support to broad community of users consisting of uniformed military services and government agencies for both exercises and operations.
SMAP (Soil Moisture Active Passive Satellite),USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,LEO,660,686,98.21,,1/31/15,2015-003A,40376,"SMAP provide the most accurate, highest-resolution global measurements of soil moisture ever obtained from space and will detect whether the ground is frozen or thawed. "
SMDC-ONE 1.1 (Techsat),USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,495,791,97.5,5,9/13/12,2012-048J,38766,Technology experiments under the STP (Space Test Program).
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,483,789,97.4,3,9/13/12,2012-048B,38759,Mission unknown.
SMDC-ONE 2.3,USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,443,886,98,5,12/6/13,2013-072N,39474,Possibly testing use for tactical 'Beyond Line of Sight' communications.
SMDC-ONE 2.4,USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,443,886,98,5,12/6/13,2013-072L,39472,Possibly testing use for tactical 'Beyond Line of Sight' communications.
SMOS (Soil Moisture and Ocean Salinity satellite),ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency,Government,Earth Observation,LEO,759,760,100,658,11/2/09,2009-059A,36036,Mission to measure sea surface salinity and soil moisture on a global scale.
SNaP-3 Alice,USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,495,801,97.68,5,10/8/15,2015-058G,40970,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.
SNaP-3 Eddie,USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,496,801,97.69,5,10/8/15,2015-058J,40972,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.
SNaP-3 Jimi,USA,US Army Space and Missile Defense Command,Military,Technology Development,LEO,495,801,97.67,5,10/8/15,2015-058M,40975,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.
SNaP-3-1  (Space and Missile Defense Command NanoSat Program),USA,US Southern Command,Military,Communications,LEO,443,886,98,,12/6/13,2013-072G,39468,Communications experiments.
SOCRATES  (Space Optical Communications Research Advanced TEchnology Satellite),Japan,National Institute of Information and Communications Technology (JPN),Commercial,Technology Development,LEO,618,629,97.17,48,5/24/14,2014-029C,39768,Development of new satellite bus.
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Astrotech SOHLA,Civil,Technology Development,LEO,657,665,98,50,1/23/09,2009-002E,33496,Observe lightening.
SORCE (SOlar Radiation and Climate Experiment),USA,"National Aeronautics and Space Administration (NASA) Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Government/Civil,Space Science,LEO,600,633,97,315,1/25/03,2003-004A,27651,Monitor Sun; improve accuracy of measurement of solar energy.
South Asia Satellite (GSAT 9),India,South Asian Association for Regional Cooperation,Government,Communications,GEO,35775,35798,1436.11,2230,5/6/17,2017-024A,42695,"Will give free access to users in India, Bangladesh, Sri Lanka, the Maldives, Nepal, Bhutan and Afghanistan"
Spacecube (QB50-FR05),France,École de Mines,Government,Technology Development,LEO,400,403,92.6,4,5/18/17,1998-067LY,42717,Technology development.
Spaceway 3,USA,Hughes Network Systems,Commercial,Communications,GEO,35785,35787,1436.1,6100,8/14/07,2007-036A,32018,
Spaceway F1,USA,"DirecTV, Inc.",Commercial,Communications,GEO,35785,35787,1436.1,5993,4/26/05,2005-015A,28644,17 Ku-band transponders; high definition.
Spaceway F2,USA,"DirecTV, Inc.",Commercial,Communications,GEO,35785,35787,1436.1,5993,11/16/05,2005-046B,28903,17 Ku-band transponders; high definition.
Spainsat,Spain,Hisdesat/Ministry of Defense,Military,Communications,GEO,35745,35826,1436.1,3680,3/11/06,2006-007A,28946,Secure communications satellite for Spanish Ministry of Defense; both X and Ku-band.
Spark-1,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation,LEO,690,725,98.94,50,12/21/16,2016-081C,41900,Hyperspectral imaging
Spark-2,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation,LEO,690,727,98.96,50,12/21/16,2016-081D,41901,Hyperspectral imaging
Spektr-R/RadioAstron,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,LEO,1000,330000,8 days,3660,7/18/11,2011-037A,37755,"Featuring a 30-foot (10-meter) wide antenna, ""The aim  is to use the space telescope to conduct interferometer observations to obtain images, coordinates, motions and evolution of angular structure of different radio emitting objects in the universe."""
SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,Elliptical,240,31342,547,117,2/11/09,2009-008C,33751,Demonstration program designed to collect infrared images of terrestrial backgrounds and analyze them to assess the detectability of ballistic missiles during their powered phase. It will pave the way for a future ballistic missile warning system.
SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,Elliptical,389,17480,314,117,2/11/09,2009-008D,33752,Demonstration program designed to collect infrared images of terrestrial backgrounds and analyze them to assess the detectability of ballistic missiles during their powered phase. It will pave the way for a future ballistic missile warning system.
Spot 6 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,LEO,696,699,98.73,720,9/9/12,2012-047A,38755,Privately financed to complement the Pleiades 1A and 1B imaging spacecraft owned by French government.
Spot 7 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,LEO,643,660,97.77,714,6/30/14,2014-034A,40053,
SPROUT  (SPace Research On Unique Technology),Japan,Nihon University,Civil,Technology Development,LEO,614,629,97.13,7,5/24/14,2014-029E,39770,
SRMSat (Sri Ramaswamy Memorial Satellite),India,SRM University,Civil,Technology Development,LEO,850,868,102.1,11,10/12/11,2011-058D,37841,To build a nanosatellite with a mass less than 10kg; to be launched by PSLV and to estimate the amount for atmospheric greenhouse gases; to provide hands on experience to the student and the faculty of SRM University in building small satellite; to develop a nanosatellite bus.
SSOT (Sistema Satelital para la Observación de la Tierra),Chile,Chilean Air Force,Government/Military,Earth Observation,LEO,622,624,97.2,117,12/17/11,2011-076E,38011,"Extremely high-quality satellite images with applications such as mapping, agriculture, town planning, and natural resource, risk and disaster management."
ST-2 (Singapore-Taiwan 2),Singapore/Taiwan,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Commercial,Communications,GEO,35783,35791,1436.12,5090,5/20/11,2011-022B,37606,"Will replace ST1. Six antennas, 41 Ku-band tarnsponders and 10 C-band transponders."
Star One C1,Brazil,Embratel Star One,Commercial,Communications,GEO,35703,35778,1436,4100,11/14/07,2007-056A,32293,"Has one X-band transponder for military use. 28 C-band and 16 Ku-band transponders, services to Brazil and neighboring countries."
Star One C2,Brazil,Embratel Star One,Commercial,Communications,GEO,35776,35796,1436.1,4100,4/18/08,2008-018B,32768,"Has one X-band transponder for military use. 28 C-band and 16 Ku-band transponders, services to Brazil and neighboring countries."
Star One C3,Brazil,Embratel Star One,Commercial,Communications,GEO,35791,35848,1437.78,3225,11/10/12,2012-062A,38991,"28 C-band, 16 Ku-band, entire South American region."
Star One C4,Brazil,Embratel Star One,Commercial,Communications,GEO,35786,35801,1436.1,5634,7/15/15,2015-034B,40733,48 transponders.
Star One D1,Brazil,Embratel Star One,Commercial,Communications,GEO,35741,35777,1434.7,6433,12/21/16,2016-082B,41904,"Video and radio broadcasters, Internet service providers and direct-to-home television programming, satellite telephone calls, and high-speed data transmissions over Brazil, Mexico and other parts of Latin America."
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,National Reconaissance Office,Military,Space Science,LEO,500,506,94.6,3,11/19/13,2013-064T,39397,Optical sensors to detect orbiting payloads and debris for orbit measurement.
STARS-1 Kukai,Japan,Kagawa University,Civil,Technology Development,LEO,647,667,97.88,7,1/23/09,2009-002G,33498,A tethered satellite consisting of a “mother” unit (KU) and a “daughter” unit (KAI). The two satellites are connected via a 5 meter tether to be deployed following deployment. Also carries an amaeur radio package.
